iso3,year,gdp_pc_ppp,gini,agri_empl
KAZ,2018,32330.2274546567,27.8,14.3163639032135
KAZ,2019,33298.2123695035,28.0,13.7617849437852
KEN,2015,4679.62182831938,40.8,52.5056917704688
KEN,2016,4770.31046388086,,51.8686819490656
KEN,2017,4846.86210851932,,51.2925547917114
KEN,2018,5017.66784674664,,50.3952893581909
KEN,2019,5171.71264279257,,49.7343373997981
KGZ,2015,5600.2143342846,29.0,22.5052332074851
KGZ,2016,5715.01041179003,26.8,20.6950983201358
KGZ,2017,5861.22200040503,27.3,20.349770609691
KGZ,2018,5951.82876758606,27.7,19.9967173788479
KGZ,2019,6087.60193826927,29.7,16.356757524542
KHM,2015,4968.57276699143,,42.4684239936853
KHM,2016,5283.72964943779,,37.5402628887708
KHM,2017,5632.03125629342,,38.206389128721
KHM,2018,6050.59088262205,,38.999256028288
KHM,2019,6448.88455952805,,39.8680962570644
KIR,2015,2616.17635911711,,
KIR,2016,2762.28741039854,,
KIR,2017,2822.02092296284,,
KIR,2018,2875.41766341166,,
KIR,2019,2926.59366475855,27.8,
KNA,2015,28729.566447667,,
KNA,2016,29867.0265589791,,
KNA,2017,29948.9200065682,,
KNA,2018,30576.2486749244,,
KNA,2019,31512.1943105684,,
KOR,2015,44849.106767089,,5.10890997480803
KOR,2016,46088.2430785383,35.2,4.81840662000926
KOR,2017,47536.7898568851,34.9,4.78443073470189
KOR,2018,48834.4471157733,33.7,4.99652179806757
KOR,2019,49790.8679884821,33.2,5.14298764562853
KWT,2015,57763.5174574395,,2.1986488786787
KWT,2016,56936.620842726,,2.14936879171515
KWT,2017,52285.5871175696,,2.10900463822288
KWT,2018,51623.8078622052,,2.09367973408935
KWT,2019,51380.6455354631,,2.03916813289584
LAC,2015,18116.8775494236,,14.2700777317547
LAC,2016,17879.6160960042,,14.352426382417
LAC,2017,18078.2959124229,,14.4634568946661
LAC,2018,18213.6232664927,,14.4548124333429
LAC,2019,18195.6679220187,,14.0922289566231
LAO,2015,6703.74124348885,,72.9649532307863
LAO,2016,7063.25545347926,,71.8509145672025
LAO,2017,7432.4596330485,,70.5291019202622
LAO,2018,7775.08574451883,38.8,69.8638841171341
LAO,2019,8075.27502377003,,69.3587576077181
LBN,2015,14980.020515614,,3.80942482667022
LBN,2016,15572.3611739774,,3.69536915843577
LBN,2017,16128.5838196051,,3.5993892883909
LBN,2018,16290.0516478592,,3.54169786813783
LBN,2019,15659.5661040012,,3.56322384711598
LBR,2015,1714.09047960464,,41.0745123756719
LBR,2016,1653.31050211233,35.3,41.3232530059278
LBR,2017,1661.30290782171,,40.6293935959209
LBR,2018,1647.97443793846,,40.5637154632524
LBR,2019,1575.76665001238,,41.3300349708652
LBY,2015,12195.3486990421,,11.5956088614974
LBY,2016,11831.8257669559,,11.5015911281222
LBY,2017,15428.1164411854,,10.7770749760327
LBY,2018,16385.164476127,,10.4455278830054
LBY,2019,14337.1962987582,,10.6903457965215
LCA,2015,20939.8810312364,43.7,10.8512123487034
LCA,2016,21566.3058799575,,10.5856609602265
LCA,2017,22207.2131041263,,10.3466545564638
LCA,2018,22761.1613461447,,11.3491589529213
LCA,2019,22445.2080507874,,9.97268414242584
LCN,2015,18762.9039878165,,13.9740097875633
LCN,2016,18550.8729173978,,14.0507709642876
LCN,2017,18744.6242855123,,14.1439390119183
LCN,2018,18893.7989523752,,14.1299401879726
LCN,2019,18883.1868618303,,13.7772818491648
LDC,2015,3444.48573373338,,56.5144485784403
LDC,2016,3530.49118814527,,55.8998444710885
LDC,2017,3628.8467447362,,54.9580184320256
LDC,2018,3726.77808267188,,54.2102471059457
LDC,2019,3830.88853350413,,53.5194413298308
LKA,2015,13329.779343882,,28.6624218253517
LKA,2016,13845.6146782218,39.3,27.1006495741435
LKA,2017,14572.4858214616,,26.0738102891425
LKA,2018,14759.8248945226,,25.497887752547
LKA,2019,14637.4442912676,37.7,25.3271996274154
LMY,2015,10435.5053265179,,34.8409153920007
LMY,2016,10798.4518286632,,34.2262039704742
LMY,2017,11215.7885981508,,33.5718538970867
LMY,2018,11619.79598111,,32.7934562518374
LMY,2019,11942.5710199999,,32.1256591235824
LSO,2015,2986.95866729879,,29.8905830107849
LSO,2016,3057.26091568162,,29.7518774975885
LSO,2017,2924.68096193272,44.9,30.1976087558198
LSO,2018,2846.41828124649,,30.2905438009037
LSO,2019,2773.28639887236,,29.8342908721852
LTE,2015,17784.0628531228,,25.2716800291386
LTE,2016,18377.0584236764,,24.5197282901287
LTE,2017,19161.6836683691,,23.8345860427164
LTE,2018,20046.5223675086,,23.0627896538313
LTE,2019,20852.8824490568,,22.109510564048
LTU,2015,35264.7149248316,37.4,9.06900215259184
LTU,2016,36632.0832798438,38.4,7.97552015621425
LTU,2017,38789.2463179035,37.3,7.78408051774895
LTU,2018,41035.4018152732,35.7,7.18259243207395
LTU,2019,43078.7118585461,35.3,6.43624094961336
LUX,2015,130097.338289025,32.9,1.07893049741675
LUX,2016,133661.734541281,31.7,1.42763233639237
LUX,2017,132169.829576174,34.5,1.07120330155526
LUX,2018,131733.884471489,35.4,1.07592765060536
LUX,2019,132724.754668303,34.2,0.749610459995935
LVA,2015,30599.6133134147,34.2,7.93915516028573
LVA,2016,31668.5148442662,34.3,7.69180567231539
LVA,2017,33036.3915943437,35.6,6.68976935813022
LVA,2018,34729.7062763057,35.1,6.90191839339437
LVA,2019,35208.1934590859,34.5,6.81182695868122
MAC,2015,123194.067291275,,0.39997234233803
MAC,2016,120530.052858314,,0.40009631948432
MAC,2017,133322.632677744,,0.399932126401525
MAC,2018,139541.157248769,,0.400037855244614
MAC,2019,133453.896026037,,0.400020241378438
MAR,2015,8198.80859375,,36.0537822119313
MAR,2016,8141.9404296875,,34.8158407998843
MAR,2017,8450.0087890625,,33.7945553125213
MAR,2018,8611.75,,32.7739388412987
MAR,2019,8768.17578125,,31.6221622583243
MDA,2015,11691.0797484184,27.0,59.5608239514084
MDA,2016,12377.366678394,26.3,60.3905852150274
MDA,2017,13118.8219369605,25.9,59.3616787145771
MDA,2018,13895.5043655692,25.7,59.1537702070967
MDA,2019,14621.2401362286,26.0,57.2971793716924
MDG,2015,1627.5806134224,,74.6442748738112
MDG,2016,1648.91226979296,,73.8172225208227
MDG,2017,1669.72764267278,,72.8504587478575
MDG,2018,1678.78623269491,,72.0046330175778
MDG,2019,1707.83153830039,,70.880430904178
MDV,2015,18829.4481529112,,9.83835457705678
MDV,2016,19345.1792343541,31.3,9.23657544257682
MDV,2017,20036.7165354949,,10.5020880551186
MDV,2018,21072.5805249694,,11.7999869916282
MDV,2019,21855.501224579,29.3,13.2520149993535
MEA,2015,13274.4834148132,,25.262120656123
MEA,2016,13660.6647261647,,25.3371913677577
MEA,2017,13738.7112789254,,24.4572058100717
MEA,2018,13857.6977166328,,23.0842601514695
MEA,2019,13875.4354818805,,23.2869004286598
MEX,2015,21408.9283216195,,13.7787551676292
MEX,2016,21578.263354126,46.9,13.441409136793
MEX,2017,21777.5225127275,,13.4862998492633
MEX,2018,21997.7730219494,46.0,13.1977173116429
MEX,2019,21704.185952748,,12.8908860045255
MHL,2015,4670.70755785577,,
MHL,2016,4897.14934002038,,
MHL,2017,5200.01066532485,,
MHL,2018,5636.02954937672,,
MHL,2019,6405.89632387105,35.5,
MIC,2015,11307.9180137805,,32.4564953533512
MIC,2016,11720.8222579728,,31.8113696398527
MIC,2017,12195.0632181132,,31.1330540533074
MIC,2018,12658.3244996246,,30.3286642885881
MIC,2019,13034.1513333008,,29.6746731967317
MKD,2015,19215.0740381192,35.6,17.8195368678202
MKD,2016,19825.7724685057,34.5,16.3886090680356
MKD,2017,20121.0510180726,34.2,15.7093616476597
MKD,2018,20805.9221192555,33.0,14.7729975833883
MKD,2019,21766.8842062487,33.5,13.4221619884512
MLI,2015,2686.56065073799,,62.2658721328548
MLI,2016,2759.11051293341,,64.9026823658392
MLI,2017,2816.19423901587,,63.1261070232154
MLI,2018,2862.40728987476,36.0,63.0028699475295
MLI,2019,2916.17167791084,,57.3529863277698
MLT,2015,46171.8893420758,29.4,1.41621201863725
MLT,2016,46967.3486291212,29.1,1.13887649833439
MLT,2017,51628.2677400365,29.2,0.9733551331345
MLT,2018,53419.0022708322,28.7,0.997408672533611
MLT,2019,53393.4231642463,31.0,1.01693704278518
MMR,2015,5313.88615901476,38.1,51.6899994587835
MMR,2016,5580.98977273232,,51.5439005791487
MMR,2017,5877.87465558175,30.7,51.3367756648574
MMR,2018,6201.26341429803,,48.9375237522185
MMR,2019,6562.98898478625,,49.7566078402761
MNA,2015,9038.56259409523,,28.926334607959
MNA,2016,9412.5084550993,,29.149342494847
MNA,2017,9558.34316749669,,28.1338046122245
MNA,2018,9610.53590554892,,26.5678947889098
MNA,2019,9622.70742842857,,26.7859996411799
MNE,2015,21131.8410316247,39.0,7.71969559702845
MNE,2016,21834.0918741924,38.5,7.74282735802021
MNE,2017,22513.7807637171,36.9,7.93636575359644
MNE,2018,23562.1762558957,36.8,8.01873975580468
MNE,2019,24585.1159529158,35.7,7.14950338649298
MNG,2015,13974.5967260365,,34.8259880467816
MNG,2016,13898.1456953585,32.3,36.7430120171734
MNG,2017,14401.5375067562,,35.0813284987755
MNG,2018,15230.2408828847,32.7,32.8251535520469
MNG,2019,15790.6961126441,,32.2994495143044
MOZ,2015,1512.5997455554,,72.1161985263635
MOZ,2016,1537.90853271216,,71.8186115418181
MOZ,2017,1532.0073576114,,71.9473675990191
MOZ,2018,1538.83512127022,,71.8528341063374
MOZ,2019,1528.88988354373,50.7,71.7705840243514
MRT,2015,5969.54239289516,,36.3004238985513
MRT,2016,5866.28144674129,,36.1025829233922
MRT,2017,6050.62180325299,,35.3647832735101
MRT,2018,6153.63790241704,,34.748587697274
MRT,2019,6162.21044455969,32.0,34.0103128073331
MUS,2015,22499.0254570551,,7.12128790193592
MUS,2016,23357.230006621,,6.80907193695854
MUS,2017,24258.988821567,36.8,6.56810564407493
MUS,2018,25243.886462031,,5.84972793735362
MUS,2019,25958.4900281465,,5.262929212073
MWI,2015,1597.69145324855,,65.3424897402481
MWI,2016,1593.59549264808,44.7,65.1682407735085
MWI,2017,1613.0593571462,,64.8075806603302
MWI,2018,1638.91665761076,,64.3619273476322
MWI,2019,1687.28944917892,38.5,63.8845220843414
MYS,2015,27699.6278860387,41.1,12.4690778902687
MYS,2016,28425.3707609412,,11.3671005610583
MYS,2017,29551.5457597197,,11.2939340883286
MYS,2018,30459.9655338061,41.2,10.6274389987205
MYS,2019,31300.5086554849,,10.2240384296119
NAC,2015,63503.57678579,,1.86957103465869
NAC,2016,64087.4542421837,,1.90184405591744
NAC,2017,65208.2856615564,,1.84353414545846
NAC,2018,66679.8386372116,,1.78703536502488
NAC,2019,67946.3411183071,,1.76137307040486
NAM,2015,12166.5658392058,59.1,24.4087539223052
NAM,2016,11846.7880832757,,20.0712772884513
NAM,2017,11408.7253099967,,21.3871873284294
NAM,2018,11214.38604306,,22.5906155608791
NAM,2019,10813.3044681944,,22.8546922006225
NCL,2015,,,1.56235213145782
NCL,2016,,,1.44406200667685
NCL,2017,,,1.32492168163802
NCL,2018,,,1.05911330049261
NCL,2019,,,1.90283652098352
NER,2015,1480.39815168147,,74.4956625879551
NER,2016,1488.08648074655,,74.5654231807336
NER,2017,1515.48307317618,,74.6338392347905
NER,2018,1565.01970005142,37.3,74.4860810587904
NER,2019,1605.19476569029,,74.4532544571212
NGA,2015,8892.05798673631,35.9,40.074203975853
NGA,2016,8534.69281482375,,39.9847799215982
NGA,2017,8396.78452243227,,39.7413292288828
NGA,2018,8362.62330860296,35.1,39.4078695397661
NGA,2019,8361.78664836,,38.9891158285411
NIC,2015,6939.03243274344,,30.9904895531965
NIC,2016,7158.75755467501,,30.5348424506459
NIC,2017,7391.19638215265,,30.2003027564442
NIC,2018,7049.02709828403,,30.4254306142227
NIC,2019,6756.59334024487,,30.6465182735337
NLD,2015,63081.4083495966,28.2,2.23642780577583
NLD,2016,64267.7476553623,28.2,2.19257165723739
NLD,2017,65665.9910229578,28.5,2.22472155518779
NLD,2018,66758.2454283317,28.1,2.05594941559686
NLD,2019,67847.8818461095,29.2,2.0101474461133
NOR,2015,87688.1196708993,27.5,2.05866581697192
NOR,2016,88041.6414808956,28.5,2.055789037659
NOR,2017,89664.9086415829,27.0,2.17708554641426
NOR,2018,90064.0687974358,27.6,2.05419596176489
NOR,2019,90772.9017041865,27.7,2.07711059080315
NPL,2015,3745.26182249477,,26.3365108741251
NPL,2016,3743.7445783578,,26.0984451264464
NPL,2017,4071.70431755798,,25.4358134676363
NPL,2018,4371.38571771897,,24.5065585520617
NPL,2019,4607.52454717112,,23.7731934205369
NRU,2015,11271.9122695363,,
NRU,2016,11531.3630078665,,
NRU,2017,10633.2766406018,,
NRU,2018,10402.6131019197,,
NRU,2019,11184.5284927206,,
NZL,2015,45097.016468387,,6.11557732004885
NZL,2016,45746.135981069,,6.5955718001209
NZL,2017,46285.9810980642,,6.31185964782864
NZL,2018,46974.6818400482,,5.88912804912112
NZL,2019,47392.1933135172,,5.82540906680777
OED,2015,47398.5562028596,,5.26129454479206
OED,2016,47990.2203158456,,5.1463172023472
OED,2017,49000.2450341257,,5.11658509921698
OED,2018,49885.2296815603,,4.99034638359645
OED,2019,50499.1828634038,,4.85860344921583
OMN,2015,39813.7887054675,,5.28414591292707
OMN,2016,39860.9893909688,,4.92359230993571
OMN,2017,38691.1077105097,,4.66234396728353
OMN,2018,38673.6045360857,,4.36034340916681
OMN,2019,38292.3859682752,,4.7924288327127
OSS,2015,21083.6921175309,,15.5973685822764
OSS,2016,21627.6861621069,,15.1408397216488
OSS,2017,22394.7899889508,,14.7921225087264
OSS,2018,23016.1225593731,,14.388467096377
OSS,2019,23776.9773929696,,13.9391912496603
PAK,2015,4645.28631071145,31.3,41.0100156050682
PAK,2016,4886.61212115378,,42.2680831973418
PAK,2017,5031.56060738433,,39.8747244915583
PAK,2018,5255.06350681272,29.6,37.4164265521233
PAK,2019,5295.95295138203,,38.3089008456774
PAN,2015,29933.1671530011,50.8,16.3560651652417
PAN,2016,30765.2490653506,50.4,17.093671673745
PAN,2017,31979.8246437748,49.9,16.1624013812683
PAN,2018,32681.4729886331,49.2,15.8577402635409
PAN,2019,33163.7172814857,49.8,16.0576090584447
PER,2015,14540.8313160635,43.4,25.0777987453624
PER,2016,14915.4366324454,43.6,25.1193667934659
PER,2017,15067.489279382,43.3,24.3067724746293
PER,2018,15384.1846082423,42.4,24.2432878754832
PER,2019,15461.4572585466,41.5,23.7015105661506
PHL,2015,7691.76308685047,44.6,27.851386470164
PHL,2016,8131.82537948653,,26.7234128847963
PHL,2017,8584.13622709699,,25.1806891263771
PHL,2018,9016.28659637608,42.3,24.0341655328165
PHL,2019,9452.2939715981,,22.6054798824319
PLW,2015,20104.2315379069,,
PLW,2016,20408.2613269723,,
PLW,2017,19693.4082379382,,
PLW,2018,19608.9617027822,,
PLW,2019,19685.6037989273,,
PNG,2015,4155.05563962107,,29.3176922684984
PNG,2016,4276.29643263164,,30.1635825253897
PNG,2017,4322.77662200998,,31.2417701222449
PNG,2018,4211.68504310327,,32.5500839457041
PNG,2019,4302.16255230002,,33.4428018978125
POL,2015,31700.3682364154,31.8,11.5341847677397
POL,2016,32675.3052259954,31.2,10.5841774948991
POL,2017,34354.5987616319,29.7,10.2217444992013
POL,2018,36500.4114282584,30.2,9.61848760646282
POL,2019,38181.6230334689,28.8,9.15364541967772
PRE,2015,4955.04368705216,,52.8409909551697
PRE,2016,4937.98687866513,,52.6623076758762
PRE,2017,4883.51888202169,,52.2356303801743
PRE,2018,4877.52526198822,,51.5920755681463
PRE,2019,4894.86910665179,,50.7916168281322
PRI,2015,41737.6068571153,,1.35957429523113
PRI,2016,41858.2626698462,,1.34176619021228
PRI,2017,41479.9977732034,,1.32824947847369
PRI,2018,41119.3088051648,,1.31374840196406
PRI,2019,41656.3291581369,,1.29272215319752
PRK,2015,,,52.9090768804743
PRK,2016,,,52.3890944606954
PRK,2017,,,52.7313297610413
PRK,2018,,,53.1288253894744
PRK,2019,,,52.9194884825273
PRT,2015,35803.3575649772,35.5,3.95165683044813
PRT,2016,36636.2978441636,35.2,3.61553758118563
PRT,2017,37943.1150505677,33.8,3.35174740170112
PRT,2018,39123.6151282575,33.5,3.14470982189453
PRT,2019,40188.2868799223,32.8,2.8773483224011
PRY,2015,14425.777586033,47.6,19.7020453457583
PRY,2016,14824.7906280812,47.9,21.3241060050382
PRY,2017,15318.4012187276,48.5,20.55290490832
PRY,2018,15591.0142663085,46.0,20.0768931677864
PRY,2019,15319.3889991221,45.7,18.7222459631732
PSE,2015,6072.65031768549,,8.7643008861722
PSE,2016,6464.13352537371,33.7,7.4684550325829
PSE,2017,6426.79521615335,,6.81914202927073
PSE,2018,6342.9374800852,,6.4351194924569
PSE,2019,6269.89134527985,,6.15273929337593
PSS,2015,6896.50177083272,,40.8381922943481
PSS,2016,7044.71064474168,,40.3908094954886
PSS,2017,7249.20252559116,,39.7463462956568
PSS,2018,7370.26163890891,,39.2675187552943
PSS,2019,7345.58196205993,,38.8114195318091
PST,2015,52274.7981957443,,3.44484728833064
PST,2016,52980.6671692557,,3.41188909878274
PST,2017,54108.2407867178,,3.34643683255377
PST,2018,55143.3332401636,,3.26749172530488
PST,2019,55954.6056964726,,3.18991328640316
PYF,2015,,,2.5636835528213
PYF,2016,,,2.49152671465022
PYF,2017,,,2.40752611138343
PYF,2018,,,2.33431613739225
PYF,2019,,,2.25211311111735
QAT,2015,123070.887876565,,1.23297366564313
QAT,2016,120054.408736518,,1.21584425434225
QAT,2017,115064.943662853,35.1,1.2462067014981
QAT,2018,114909.945485127,,1.33538216170977
QAT,2019,113160.973779334,,1.53400410893958
ROU,2015,29181.8781722441,35.9,16.0162810804354
ROU,2016,30189.147723024,34.4,14.138561345476
ROU,2017,32852.6355672255,36.0,13.8986309145005
ROU,2018,34828.8958637884,35.8,13.5531156128166
ROU,2019,36399.4746080793,34.8,12.7807371953682
RUS,2015,35037.15234375,36.5,6.78952399533163
RUS,2016,35005.4453125,36.7,6.76890174709887
RUS,2017,35570.703125,35.5,5.95768568954329
RUS,2018,36536.6953125,35.3,5.94382211323953
RUS,2019,37319.3203125,35.7,5.89324201911773
RWA,2015,2313.09716940962,,54.7182494458803
RWA,2016,2386.74841002826,43.7,53.9260649865507
RWA,2017,2441.08540816509,,53.0782419738479
RWA,2018,2577.69730366075,,50.0974182790943
RWA,2019,2753.53959810856,,47.2697178432574
SAS,2015,6259.31717310526,,43.736704218069
SAS,2016,6681.44601575684,,42.6871650089467
SAS,2017,7055.83469512198,,41.6235073141238
SAS,2018,7430.46384287571,,40.7996612717258
SAS,2019,7660.41899011306,,40.2458104716746
SAU,2015,58498.5399040699,,4.1390373917875
SAU,2016,57308.4484127497,,4.0166694632263
SAU,2017,57942.5484983044,,3.90583751423174
SAU,2018,61359.4653740388,,3.05227404310272
SAU,2019,62647.7299487842,,3.09659072429364
SDN,2015,4159.1943359375,,40.2807765614706
SDN,2016,4174.56103515625,,38.8885045580254
SDN,2017,4061.01831054688,,38.3767695210468
SDN,2018,3816.65991210938,,37.8346648562387
SDN,2019,3625.52319335938,,37.9137027873199
SEN,2015,3593.79477121279,,33.3328100594178
SEN,2016,3710.05531591559,,36.3670995820541
SEN,2017,3871.45146786374,,31.7378058056014
SEN,2018,3998.28635303867,38.3,27.2514819279818
SEN,2019,4070.6122705955,,22.9897261028775
SGP,2015,109894.041337341,,0.121459660055481
SGP,2016,112719.947951111,,0.118979259162807
SGP,2017,117492.967994526,,0.117077595142899
SGP,2018,120668.888726158,,0.115089283007242
SGP,2019,120678.341978557,,0.113041897035994
SLB,2015,2665.06620679799,,41.6984193089216
SLB,2016,2715.58152252659,,41.3109049764287
SLB,2017,2704.00988015555,,41.0897262753797
SLB,2018,2686.46317027984,,40.9657062652653
SLB,2019,2661.95770893588,,40.7019122368699
SLE,2015,2628.17058065746,,56.9303848453983
SLE,2016,2732.26093913215,,52.8692596626122
SLE,2017,2753.42719762222,,49.1639356204473
SLE,2018,2767.38003296688,35.7,46.1946948757157
SLE,2019,2852.66269829967,,45.4392797422526
SLV,2015,9646.15432339854,40.6,18.1105149998995
SLV,2016,9863.76121214453,40.0,18.6788457546191
SLV,2017,10064.7934942601,38.0,18.5748074826954
SLV,2018,10297.203612692,38.6,16.7082519446313
SLV,2019,10543.9383291317,38.8,16.2939615585558
SMR,2015,59647.6600146934,,
SMR,2016,60669.8228947966,,
SMR,2017,59524.5606827202,,
SMR,2018,59194.04440794,,
SMR,2019,60171.0506033928,,
SOM,2015,1343.92517439594,,29.5148662334521
SOM,2016,1384.15517410124,,28.7652204017459
SOM,2017,1527.66029071648,,26.6856641984545
SOM,2018,1504.97908203481,,26.8434844952069
SOM,2019,1491.29493918405,,26.8861573005292
SRB,2015,18247.8091057968,40.5,25.3249450342213
SRB,2016,18889.3816415548,38.8,24.4576761715424
SRB,2017,19438.9917129776,36.1,22.8437738847438
SRB,2018,20454.225884367,35.0,21.2816390934572
SRB,2019,21541.1264037184,34.5,20.8958194883194
SSA,2015,5017.95424219798,,53.3066407004283
SSA,2016,4954.34861846369,,53.0190980072182
SSA,2017,4950.9087329327,,52.3873945964675
SSA,2018,4960.78415927401,,51.5716098063338
SSA,2019,4960.03991221743,,50.6622820236526
SSD,2015,,,62.4305464114687
SSD,2016,,44.0,62.4626183571681
SSD,2017,,,62.1085694116691
SSD,2018,,,62.0579430491928
SSD,2019,,,62.2135360115816
SSF,2015,5019.95019038994,,53.3066407004283
SSF,2016,4956.58486807326,,53.0190980072182
SSF,2017,4953.2648572016,,52.3873945964675
SSF,2018,4963.20882492551,,51.5716098063338
SSF,2019,4962.55290682237,,50.6622820236526
SST,2015,20214.6306771707,,16.886201272786
SST,2016,20323.0292175365,,16.5214530628715
SST,2017,20732.8384950461,,16.1778862265368
SST,2018,21165.1370912777,,15.8473344623322
SST,2019,21662.7739795661,,15.4330882053344
STP,2015,5210.2037755431,,13.4369616601899
STP,2016,5388.5091334891,,12.9578451597836
STP,2017,5521.20249597413,40.7,12.5156066739813
STP,2018,5674.72379094011,,12.1777514002745
STP,2019,5702.08347071236,,12.0421328862485
SUR,2015,23327.5252497447,,7.72101637366184
SUR,2016,21950.4122148625,,7.6822426473964
SUR,2017,22070.5137570835,,7.67639259690921
SUR,2018,22938.5353715545,,7.48000425630021
SUR,2019,22966.7405999124,,7.43287763285931
SVK,2015,33507.7913603774,26.5,3.89867467606014
SVK,2016,34116.4502039273,25.2,3.46918952849452
SVK,2017,35042.7858925618,23.2,3.41180485827138
SVK,2018,36415.7920529507,25.0,2.90419290239723
SVK,2019,37194.2104548698,23.2,3.51100646936997
SVN,2015,38534.6437425951,25.4,7.09904155438421
SVN,2016,39674.8931561968,24.8,5.04580804341924
SVN,2017,41700.651085028,24.2,5.58675414089525
SVN,2018,43369.221946981,24.6,5.50396366773558
SVN,2019,44577.9418583069,24.4,4.29981767378506
SWE,2015,58955.6412361461,29.2,2.03680775764617
SWE,2016,59460.2872722689,29.6,1.88620681030464
SWE,2017,59769.0136237,28.8,1.83025659905566
SWE,2018,60124.5711994179,30.0,1.73231559050394
SWE,2019,61070.5243445838,29.3,1.68897374964482
SWZ,2015,9186.65344720515,,13.45581388787
SWZ,2016,9402.50834103681,54.6,13.1979572489291
SWZ,2017,9660.55161538086,,13.0660704052538
SWZ,2018,9578.10061089805,,13.0986066452304
SWZ,2019,10099.5863118406,,12.9095843554448
SXM,2015,51375.6032503737,,
SXM,2016,50817.6814942681,,
SXM,2017,46088.3583839152,,
SXM,2018,42154.1020267504,,
SXM,2019,45996.7912346922,,
SYC,2015,27032.2083880002,,
SYC,2016,29905.1347389952,,
SYC,2017,31595.6680570505,,
SYC,2018,32841.4242467381,32.1,
SYC,2019,34346.0708923483,,
SYR,2015,5414.83905242808,,15.7016844669711
SYR,2016,5128.91822862296,,15.8314236360903
SYR,2017,5083.65173888422,,16.1266497256459
SYR,2018,5061.49399424562,,15.7286070736751
SYR,2019,4928.02885412028,,15.6251583516787
TCA,2015,17201.7720345933,,
TCA,2016,17625.7202843515,,
TCA,2017,29540.3537473151,,
TCA,2018,30286.1196112151,,
TCA,2019,30611.2130237381,,
TCD,2015,2822.57929900014,,72.3825875848713
TCD,2016,2622.59780844501,,71.8520905673775
TCD,2017,2496.26213643158,,71.127658802366
TCD,2018,2552.37036387707,37.5,70.3853027436331
TCD,2019,2604.53153661789,,70.2043893743242
TEA,2015,13646.3812355606,,30.3160488411768
TEA,2016,14404.656964798,,29.2990353830417
TEA,2017,15229.7169213936,,28.5259811886852
TEA,2018,16103.8618914204,,27.5702875087654
TEA,2019,16941.9471937892,,26.5017495895778
TEC,2015,25834.8173197386,,15.1932191970944
TEC,2016,26118.7773736522,,14.8139414237138
TEC,2017,27008.5506544179,,14.3618766299745
TEC,2018,27881.0262510333,,13.9849514730457
TEC,2019,28540.7387047996,,13.6190339983921
TGO,2015,2588.27260980499,43.0,34.6188919922154
TGO,2016,2648.90084835076,,34.2945536790827
TGO,2017,2708.61122396846,,33.7922824314542
TGO,2018,2787.56398409759,42.5,38.4080204077315
TGO,2019,2862.62661160331,,42.5990382357115
THA,2015,18814.0408554566,36.0,32.3345065204086
THA,2016,19372.7128024107,36.7,31.2290600430982
THA,2017,20096.8605455164,36.4,31.5296819916623
THA,2018,20882.1707419576,36.4,32.1983100446982
THA,2019,21280.1504518601,34.9,31.4905856675213
TJK,2015,3041.44479553257,34.0,48.4380161504229
TJK,2016,3169.9667820524,,47.4951809193176
TJK,2017,3312.71202243506,,46.6144804932171
TJK,2018,3479.69235966041,,45.7589738474469
TJK,2019,3649.88375518646,,45.0248100946878
TKM,2015,12926.6637306966,,25.9941277006004
TKM,2016,13420.3849717471,,25.3910173626058
TKM,2017,13963.4045877295,,24.7810807374985
TKM,2018,14499.1684377606,,24.2000173170623
TKM,2019,15080.9034007693,,23.6233446792679
TLA,2015,18670.717514529,,13.9454768865052
TLA,2016,18455.8801433133,,14.0306815925629
TLA,2017,18653.3433106036,,14.1340019656102
TLA,2018,18808.0604001973,,14.1270809073768
TLA,2019,18791.1714822657,,13.7743700234323
TLS,2015,4467.80007184896,,45.3768177576915
TLS,2016,4515.422459894,,44.1140202281899
TLS,2017,4290.02709296562,,43.7562375623756
TLS,2018,4188.84099191337,,43.0663156575154
TLS,2019,5103.14964292207,,39.7972872541586
TMN,2015,9059.41391427741,,29.0272771340003
TMN,2016,9433.37331636818,,29.2567737078653
TMN,2017,9580.54922221665,,28.2393235064152
TMN,2018,9633.85835874122,,26.6672213662457
TMN,2019,9646.79140996012,,26.8917450016806
TON,2015,6195.43302733786,33.5,32.0146965385784
TON,2016,6639.98719699561,,32.1583816317432
TON,2017,6863.54796430087,,31.5017390328733
TON,2018,6885.98490469718,,31.0957940638627
TON,2019,6859.71739851786,,29.5893276052118
TSA,2015,6259.31717310526,,43.736704218069
TSA,2016,6681.44601575684,,42.6871650089467
TSA,2017,7055.83469512198,,41.6235073141238
TSA,2018,7430.46384287571,,40.7996612717258
TSA,2019,7660.41899011306,,40.2458104716746
TSS,2015,5019.95019038994,,53.3066407004283
TSS,2016,4956.58486807326,,53.0190980072182
TSS,2017,4953.2648572016,,52.3873945964675
TSS,2018,4963.20882492551,,51.5716098063338
TSS,2019,4962.55290682237,,50.6622820236526
TTO,2015,38963.9641783011,,4.79258539290711
TTO,2016,35914.9901970983,,4.55365044645748
TTO,2017,34095.9899256152,,4.52127966404781
TTO,2018,33710.0178540008,,4.41212687178013
TTO,2019,33748.7060849924,,4.32418872743197
TUN,2015,12802.7917211433,32.8,14.7513622590013
TUN,2016,12803.8797371543,,14.7653884971909
